query,doi,title
social power theory and indirect technology use in medical settings,10.1287/isre.2017.0708,Direct and Indirect Information System Use: A Multimethod Exploration of Social Power Antecedents in Healthcare
healthcare employee behavior delegating system tasks to other users,10.1287/isre.2017.0708,Direct and Indirect Information System Use: A Multimethod Exploration of Social Power Antecedents in Healthcare
software development team performance and stress in high-risk IT projects,10.1287/isre.2017.0723,Information Systems Projects and Individual Developer Outcomes: Role of Project Managers and Process Control
control theory application in information systems project management,10.1287/isre.2017.0723,Information Systems Projects and Individual Developer Outcomes: Role of Project Managers and Process Control
project manager expertise impact on developer well-being and productivity,10.1287/isre.2017.0723,Information Systems Projects and Individual Developer Outcomes: Role of Project Managers and Process Control
sustained member participation in online collaborative platforms,10.1287/isre.2016.0632,Research Note—Leader Influence on Sustained Participation in Online Collaborative Work Communities: A Simulation-Based Approach
leader-member exchange theory application in virtual work communities,10.1287/isre.2016.0632,Research Note—Leader Influence on Sustained Participation in Online Collaborative Work Communities: A Simulation-Based Approach
leadership style impact on continuance intention in digital collaboration,10.1287/isre.2016.0632,Research Note—Leader Influence on Sustained Participation in Online Collaborative Work Communities: A Simulation-Based Approach
behavioral economics in multi-object auction design and outcomes,10.1287/isre.2016.0624,Characteristics and Economic Consequences of Jump Bids in Combinatorial Auctions
bounded rationality and anchoring effects in combinatorial auction bidding strategies,10.1287/isre.2016.0624,Characteristics and Economic Consequences of Jump Bids in Combinatorial Auctions
impact of non-incremental bidding on economic efficiency in IS procurement auctions,10.1287/isre.2016.0624,Characteristics and Economic Consequences of Jump Bids in Combinatorial Auctions
consumer adoption of premium software versions with free alternatives,10.1287/isre.2016.0621,Product Line Extension in Consumer Software Markets in the Presence of Free Alternatives
context-dependent preferences in digital goods and software product line strategy,10.1287/isre.2016.0621,Product Line Extension in Consumer Software Markets in the Presence of Free Alternatives
software firm strategy for product extensions in competitive digital markets,10.1287/isre.2016.0621,Product Line Extension in Consumer Software Markets in the Presence of Free Alternatives
technology interruptions impact on user stress and productivity,10.1287/isre.2016.0644,More Harm Than Good? How Messages That Interrupt Can Make Us Vulnerable
dual-task interference DTI in system alert design,10.1287/isre.2016.0644,More Harm Than Good? How Messages That Interrupt Can Make Us Vulnerable
negative effects of mobile notifications on user vulnerability,10.1287/isre.2016.0644,More Harm Than Good? How Messages That Interrupt Can Make Us Vulnerable
social media app addiction continuance intention and digital vulnerability,10.1287/isre.2016.0658,Excessive Dependence on Mobile Social Apps: A Rational Addiction Perspective
rational addiction theory applied to mobile social networking site dependence,10.1287/isre.2016.0658,Excessive Dependence on Mobile Social Apps: A Rational Addiction Perspective
utility maximization in intertemporal consumption of mobile social applications,10.1287/isre.2016.0658,Excessive Dependence on Mobile Social Apps: A Rational Addiction Perspective
online platform user privacy controls and peer behavior,10.1287/isre.2016.0642,Secret Admirers: An Empirical Examination of Information Hiding and Contribution Dynamics in Online Crowdfunding
social norms theory application to information concealment in digital platforms,10.1287/isre.2016.0642,Secret Admirers: An Empirical Examination of Information Hiding and Contribution Dynamics in Online Crowdfunding
impact of anonymous contributions on funding dynamics in crowdfunding,10.1287/isre.2016.0642,Secret Admirers: An Empirical Examination of Information Hiding and Contribution Dynamics in Online Crowdfunding
social media privacy settings influence on user self-disclosure behavior,10.1287/isre.2016.0672,Assessing the Impact of Granular Privacy Controls on Content Sharing and Disclosure on Facebook
privacy calculus theory application in social networking site design,10.1287/isre.2016.0672,Assessing the Impact of Granular Privacy Controls on Content Sharing and Disclosure on Facebook
impact of enhanced privacy controls on online content sharing patterns,10.1287/isre.2016.0672,Assessing the Impact of Granular Privacy Controls on Content Sharing and Disclosure on Facebook
social influence and advice networks in technology adoption,10.1287/isre.2016.0666,Extending the Concept of Control Beliefs: Integrating the Role of Advice Networks
Theory of Planned Behavior control beliefs information systems implementation,10.1287/isre.2016.0666,Extending the Concept of Control Beliefs: Integrating the Role of Advice Networks
co-worker advice enabling system use through situated learning,10.1287/isre.2016.0666,Extending the Concept of Control Beliefs: Integrating the Role of Advice Networks
online advertising effectiveness and competitive positioning,10.1287/isre.2016.0637,The Impact of Competing Ads on Click Performance in Sponsored Search
information foraging theory applied to sponsored search results,10.1287/isre.2016.0637,The Impact of Competing Ads on Click Performance in Sponsored Search
how ad quality influences consumer click behavior in search engines,10.1287/isre.2016.0637,The Impact of Competing Ads on Click Performance in Sponsored Search
trust in technology artifact and user continuance intentions,10.1287/isre.2015.0611,Research Note—Using Expectation Disconfirmation Theory and Polynomial Modeling to Understand Trust in Technology
Expectation Disconfirmation Theory application to technology trust,10.1287/isre.2015.0611,Research Note—Using Expectation Disconfirmation Theory and Polynomial Modeling to Understand Trust in Technology
effects of unmet expectations on trusting intentions in IS,10.1287/isre.2015.0611,Research Note—Using Expectation Disconfirmation Theory and Polynomial Modeling to Understand Trust in Technology
Consumer perception of review helpfulness in online word of mouth,10.1287/isre.2015.0617,Research Note—When Do Consumers Value Positive vs. Negative Reviews? An Empirical Investigation of Confirmation Bias in Online Word of Mouth
Confirmation bias in electronic word of mouth and user adoption,10.1287/isre.2015.0617,Research Note—When Do Consumers Value Positive vs. Negative Reviews? An Empirical Investigation of Confirmation Bias in Online Word of Mouth
Impact of review valence on consumer trust and purchase intention,10.1287/isre.2015.0617,Research Note—When Do Consumers Value Positive vs. Negative Reviews? An Empirical Investigation of Confirmation Bias in Online Word of Mouth
social media user behavior and negative online communication,10.1287/isre.2016.0671,Why Do Adults Engage in Cyberbullying on Social Media? An Integration of Online Disinhibition and Deindividuation Effects with the Social Structure and Social Learning Model
social learning theory applied to cyberbullying in social media platforms,10.1287/isre.2016.0671,Why Do Adults Engage in Cyberbullying on Social Media? An Integration of Online Disinhibition and Deindividuation Effects with the Social Structure and Social Learning Model
antecedents of adult cyberbullying intention on social networking sites,10.1287/isre.2016.0671,Why Do Adults Engage in Cyberbullying on Social Media? An Integration of Online Disinhibition and Deindividuation Effects with the Social Structure and Social Learning Model
